segment_index,segment_id,target_id,speaker,start_sec,end_sec,duration_sec,parakeet_exact_status,parakeet_exact_text,parakeet_context2_status,parakeet_context2_text,texts_match,exact_chars,context2_chars,char_diff
,004_rfc_13550957_20260711175000_seg_00039,004_rfc_13550957_20260711175000,SPEAKER_01,355.52,370.0,14.48,success,そうですね、中島篤の名作の山月記なんですけど、これが私にとっては一番の小説、影響を受けた小説といったらいいか、大好きな小説なんですよね。,success,ツイッターで書いてらっしゃいまそうですね、中島篤の名作の山月記なんですけど、これが私にとっては一番の小説、影響を受けた小説といったらいいか、大好きな小説なんですよね。,False,68,83,15
,004_rfc_13550957_20260711175000_seg_00040,004_rfc_13550957_20260711175000,SPEAKER_01,371.04,374.64,3.6,success,まず事業で取り上げるんですよ、非常にね。,success,小説なんですよね、なに、まず授業で取り上げるんですよ、非常にね。,False,20,32,12
,004_rfc_13550957_20260711175000_seg_00041,004_rfc_13550957_20260711175000,SPEAKER_00,375.6,376.72,1.12,success,ようでしたっけ?,success,あれ、高校の授業でしたっけ?,False,8,14,6
,004_rfc_13550957_20260711175000_seg_00042,004_rfc_13550957_20260711175000,SPEAKER_01,376.96,388.8,11.84,success,そうなんです、この高校の授業で多く取り上げられる小説の、近代小説の、もう名作中の名作なんですけど、これを毎年のように授業でやってるので。,success,そうなんです、この高校の授業で多く取り上げられる小説の、近代小説の、もう名作中の名作なんですけど、これを毎年のように授業でやってるので。,True,68,68,0
,004_rfc_13550957_20260711175000_seg_00043,004_rfc_13550957_20260711175000,SPEAKER_01,389.04,397.52,8.48,success,三十数年、これも教員やりながら、授業やりながら、そのつど、新しい発見のある教材なんですよね。,success,授業でやってるので、三十数年、これも教員やりながら、授業やりながら、そのつど、新しい発見のある教材なんですよね。,False,46,56,10
,004_rfc_13550957_20260711175000_seg_00044,004_rfc_13550957_20260711175000,SPEAKER_01,398.24,407.84,9.6,success,それで、詩人になり損ねた李朝という主人公が、詩人になり損ねて、虎になってしまうという。,success,それで詩人になり損ねた李朝という主人公が詩人になり損ねて虎になってしまうという。,False,43,40,-3
,004_rfc_13550957_20260711175000_seg_00045,004_rfc_13550957_20260711175000,SPEAKER_01,408.72,413.04,4.32,success,そういうお話なんですけれども、それがとても大好きで。,success,場になってしまうという、そういうお話なんですけれども、それがとても大好きで。,False,26,38,12
,004_rfc_13550957_20260711175000_seg_00046,004_rfc_13550957_20260711175000,SPEAKER_01,413.92,430.48,16.56,success,黒板に詩人になり損ねた李朝は?とかって書いたりすると、詩人になり損ねたっていうロゴを書くときに、なんか力が入ったりして、必要以上に、なんか身につまされる小説なんですけど、その小説からスタートしようと思って。,success,とても大好きで、黒板に詩人になり損ねた李朝は?とかって書いたりすると、詩人になり損ねたっていうブログを書くときに、なんか力が入ったりして、必要以上に、なんか身につまされる小説なんですけど、その小説からスタートしようと思って。,False,103,112,9
,004_rfc_13550957_20260711175000_seg_00047,004_rfc_13550957_20260711175000,SPEAKER_01,430.96,441.2,10.24,success,私もずっと実はですね、20歳のころに何かを書きたいと思って、それで一番最初に目指そうと思ったのが、実は小説なんですよね。,success,スタートしようと思って、私もずっと実はですね、20歳のころに何かを書きたいと思って、それで一番最初に目指そうと思ったのが、実は小説なんですよね。,False,60,72,12
,004_rfc_13550957_20260711175000_seg_00048,004_rfc_13550957_20260711175000,SPEAKER_00,441.36,442.88,1.52,success,そうだったんですか。,success,出そうと思ったのが、実は小説なんでそうだったんですか。,False,10,27,17
,004_rfc_13550957_20260711175000_seg_00049,004_rfc_13550957_20260711175000,SPEAKER_01,443.12,453.68,10.56,success,意外ですよね、あんまりいろんな人に話したことないんですけど、一番最初、挑戦してみようと思ったのは、実は小説だったんですね。,success,意外ですよね、あんまりいろんな人に話したことないんですけど、一番最初、挑戦してみようと思ったのは、実は小説だったんですね。,True,61,61,0
,004_rfc_13550957_20260711175000_seg_00050,004_rfc_13550957_20260711175000,SPEAKER_01,454.64,461.68,7.04,success,それで小説よりも、でも詩のほうが、やっぱり青春の文学というか、書けたんですよね。,success,それで小説よりもでも詩のほうがやっぱりこう青春の文学というか書けたんですよね。,False,40,39,-1
,004_rfc_13550957_20260711175000_seg_00051,004_rfc_13550957_20260711175000,SPEAKER_01,462.0,486.379996,24.38,success,それで詩を書いて、当時見ていただいてた井上光晴さんという作家の方に、それをお見せしたところ、このまま詩を書いていくといいんじゃないかという話を頂いて、それでもう有頂天になってしまって、それで小説を書くというのをなんか傍らに置いたまま、三十数年たった。,success,小説文学というか、書けたんですよね、それで詩を書いて、当時見ていただいてたいのうえみつはるさんという作家の方に、それをお見せしたところ、このまま詩を書いていくといいんじゃないかっていう話を頂いて、それでもう有頂天になってしまって、それで小説を書くというのをなんか傍らに置いたまま、三十数年たった。,False,125,148,23
,004_rfc_13550957_20260711175000_seg_00052,004_rfc_13550957_20260711175000,SPEAKER_01,488.980005,493.580008,4.6,success,原点に帰ってみたいなという思いもあって、小説を書き始めてみたしだいです。,success,原点に返ってみたいなという思いもあって、小説を書き始めてみたしだいです。,False,36,36,0
,004_rfc_13550957_20260711175000_seg_00053,004_rfc_13550957_20260711175000,SPEAKER_00,497.92,499.819998,1.9,success,スピン16号。,success,スピン16号。,True,7,7,0
,004_rfc_13550957_20260711175000_seg_00054,004_rfc_13550957_20260711175000,SPEAKER_01,502.0,504.620001,2.62,success,全国の書店で並んで。,success,全国の書店で習った。,False,10,10,0
,004_rfc_13550957_20260711175000_seg_00055,004_rfc_13550957_20260711175000,SPEAKER_01,505.84,515.44,9.6,success,定価が安いというのが、人気の一つでもあるみたいなので、ぜひ手に取っていただいて、どしどし感想を頂けたらうれしいです。,success,定価が安いというのが、人気の一つでもあるみたいなので、ぜひ手に取っていただいて、どしどし感想を頂けたらうれしいです。,True,58,58,0
,004_rfc_13550957_20260711175000_seg_00056,004_rfc_13550957_20260711175000,SPEAKER_00,515.84,517.52,1.68,success,馬合さんありがとうございました。,success,そういただけたらうれしいで和合さんありがとうございました。,False,16,29,13
,004_rfc_13550957_20260711175000_seg_00057,004_rfc_13550957_20260711175000,SPEAKER_01,517.76,519.019965,1.26,success,ありがとうございました。,success,和合さんありがとうございました。,False,12,16,4
,004_rfc_13550957_20260711175000_seg_00058,004_rfc_13550957_20260711175000,SPEAKER_02,546.64,547.339972,0.7,success,クラシックバレエ。,success,クラシックバレエ。,True,9,9,0
,004_rfc_13550957_20260711175000_seg_00059,004_rfc_13550957_20260711175000,SPEAKER_03,572.08,573.739966,1.66,success,店内の園児や番組パーソナリティー。,success,県内の園児や番組パーソナリティーも。,False,17,18,1
,004_rfc_13550957_20260711175000_seg_00060,004_rfc_13550957_20260711175000,SPEAKER_03,580.72,581.899969,1.18,success,蹴る企業団体を巡る。,success,働ける企業団体も。,False,10,9,-1
,004_rfc_13550957_20260711175000_seg_00061,004_rfc_13550957_20260711175000,SPEAKER_03,595.12,595.819983,0.7,success,など詳しく。,success,など詳しく。,True,6,6,0
