segment_index,segment_id,target_id,speaker,start_sec,end_sec,duration_sec,parakeet_exact_status,parakeet_exact_text,parakeet_context2_status,parakeet_context2_text,texts_match,exact_chars,context2_chars,char_diff
,024_rkc_13596248_20260714163000_seg_00026,024_rkc_13596248_20260714163000,SPEAKER_00,298.900003,303.02001,4.12,success,家の外壁の下のほうですね。,success,ちょうど家の外壁の下のほうですね先に出てきたのが。,False,13,25,12
,024_rkc_13596248_20260714163000_seg_00027,024_rkc_13596248_20260714163000,SPEAKER_00,304.24,305.9,1.66,success,が、セミが飛んでいくのを。,success,先に出てきた人が、セミが飛んでいくのを待つ。,False,13,22,9
,024_rkc_13596248_20260714163000_seg_00028,024_rkc_13596248_20260714163000,SPEAKER_00,307.540002,312.140005,4.6,success,瞬間は見られなかったのということでした。,success,行くの瞬間は見られなかったのということでした。,False,20,23,3
,024_rkc_13596248_20260714163000_seg_00029,024_rkc_13596248_20260714163000,SPEAKER_00,339.36,351.44,12.08,success,このコーナーはjaグループ高知と前川のたね高知前川資料の提供でお送りします。,success,このコーナーはjaグループ高知と前川のたね高知前川資料の提供でお送りします。,True,38,38,0
,024_rkc_13596248_20260714163000_seg_00030,024_rkc_13596248_20260714163000,SPEAKER_03,356.08,359.179999,3.1,success,さんさんと降り注ぐ太陽と澄んだ水。,success,さんさんと降り注ぐ太陽と澄んだ水。,True,17,17,0
,024_rkc_13596248_20260714163000_seg_00031,024_rkc_13596248_20260714163000,SPEAKER_03,366.579996,367.819998,1.24,success,やさしい取り組みで育てる。,success,優しい取り組みで育てる。,False,13,12,-1
,024_rkc_13596248_20260714163000_seg_00032,024_rkc_13596248_20260714163000,SPEAKER_03,375.700006,376.459998,0.76,success,皆様と共に。,success,皆様と共に。,True,6,6,0
,024_rkc_13596248_20260714163000_seg_00033,024_rkc_13596248_20260714163000,SPEAKER_03,377.68,379.340002,1.66,success,つなげる農業に取り組んでいます。,success,皆様と共につなげる農業に取り組んでいます。,False,16,21,5
,024_rkc_13596248_20260714163000_seg_00034,024_rkc_13596248_20260714163000,SPEAKER_00,383.04,386.8,3.76,success,それでは4月14日火曜日今日の司教をお伝えします。,success,それでは4月14日火曜日今日の主教をお伝えします。,False,25,25,0
,024_rkc_13596248_20260714163000_seg_00035,024_rkc_13596248_20260714163000,SPEAKER_00,388.0,411.12,23.12,success,2てん5キロ、東京、高値1670円、安値864円、大阪、高値1080円、安値756円、名古屋、高値972円、安値864円です、引き続き高値、安値の順でお伝えします。,success,ベーナス2てん5キロ、東京、高値1670円、安値864円、大阪、高値1080円、安値756円、名古屋、高値972円、安値864円です、引き続き高値、安値の順でお伝えします。,False,82,86,4
,024_rkc_13596248_20260714163000_seg_00036,024_rkc_13596248_20260714163000,SPEAKER_00,412.32,417.6,5.28,success,ししとう100グラム東京270円、216円。,success,ちしとう100グラム、東京、270円、216円。,False,22,24,2
,024_rkc_13596248_20260714163000_seg_00037,024_rkc_13596248_20260714163000,SPEAKER_00,417.92,426.08,8.16,success,大阪、281円、216円、名古屋、270円、216円。,success,216円、大阪、281円、216円、名古屋、270円、216円。,False,27,32,5
,024_rkc_13596248_20260714163000_seg_00038,024_rkc_13596248_20260714163000,SPEAKER_00,427.2,437.12,9.92,success,ししとう50グラム、東京ありません、大阪140円、108円、名古屋140円、108円。,success,166円、ししとう50グラム、東京ありません、大阪140円、108円、名古屋140円、108円。,False,43,48,5
,024_rkc_13596248_20260714163000_seg_00039,024_rkc_13596248_20260714163000,SPEAKER_00,438.4,441.2,2.8,success,ニラ1キロ、大阪ありません。,success,108円、ニラ1キロ、大阪ありません。,False,14,19,5
,024_rkc_13596248_20260714163000_seg_00040,024_rkc_13596248_20260714163000,SPEAKER_00,441.68,442.4,0.72,success,名古屋。,success,大阪ありません、名古屋。,False,4,12,8
,024_rkc_13596248_20260714163000_seg_00041,024_rkc_13596248_20260714163000,SPEAKER_00,443.2,446.8,3.6,success,648円、216円。,success,名古屋、648円、216円。,False,10,14,4
,024_rkc_13596248_20260714163000_seg_00042,024_rkc_13596248_20260714163000,SPEAKER_00,448.0,452.88,4.88,success,ニラ100グラム袋東京、86円、54円。,success,16円、ニラ100グラム袋東京、86円、54円。,False,20,24,4
,024_rkc_13596248_20260714163000_seg_00043,024_rkc_13596248_20260714163000,SPEAKER_00,453.2,456.48,3.28,success,大阪、86円、65円。,success,16円、54円、大阪86円、65円。,False,11,18,7
,024_rkc_13596248_20260714163000_seg_00044,024_rkc_13596248_20260714163000,SPEAKER_00,456.72,460.08,3.36,success,名古屋、97円、76円。,success,16円、65円、名古屋、97円、76円。,False,12,20,8
,024_rkc_13596248_20260714163000_seg_00045,024_rkc_13596248_20260714163000,SPEAKER_00,461.68,470.4,8.72,success,オクラ70グラム、東京、119円、97円、大阪、130円、97円。,success,オクラ70グラム、東京、119円、97円、大阪、130円、97円。,True,33,33,0
,024_rkc_13596248_20260714163000_seg_00046,024_rkc_13596248_20260714163000,SPEAKER_00,470.72,473.92,3.2,success,名古屋、140円、97円。,success,97円、名古屋、140円、97円。,False,13,17,4
,024_rkc_13596248_20260714163000_seg_00047,024_rkc_13596248_20260714163000,SPEAKER_00,475.52,485.84,10.32,success,マナス0てん7キロ、東京、2160円、1944円、大阪、高値のみ2160円。,success,小ナス0てん7キロ、東京、2160円、1944円、大阪、高値のみ2160円。,False,38,38,0
,024_rkc_13596248_20260714163000_seg_00048,024_rkc_13596248_20260714163000,SPEAKER_00,486.32,491.04,4.72,success,名古屋、1670円、1296円。,success,1160円、名古屋、1670円、1296円。,False,16,22,6
,024_rkc_13596248_20260714163000_seg_00049,024_rkc_13596248_20260714163000,SPEAKER_00,492.48,504.0,11.52,success,小ネギ100グラム袋東京、130円、108円大阪、130円、108円名古屋、119円、108円。,success,小ネギ100グラム袋東京、130円、108円大阪、130円、108円名古屋、119円、108円。,True,48,48,0
,024_rkc_13596248_20260714163000_seg_00050,024_rkc_13596248_20260714163000,SPEAKER_00,505.44,511.68,6.24,success,青ネギ150グラム袋大阪119円、97円。,success,青ネギ150グラム袋大阪119円97円。,False,21,20,-1
,024_rkc_13596248_20260714163000_seg_00051,024_rkc_13596248_20260714163000,SPEAKER_00,512.96,525.6,12.64,success,次に、新生姜4キロ、東京、3780円、2700円、大阪、3240円、2808円。,success,次に、新生姜4キロ、東京、3780円、2700円、大阪、3240円、2808円。,True,40,40,0
,024_rkc_13596248_20260714163000_seg_00052,024_rkc_13596248_20260714163000,SPEAKER_00,526.08,532.4,6.32,success,名古屋、3456円、2268円。,success,1808円、名古屋、3456円、2268円。,False,16,22,6
,024_rkc_13596248_20260714163000_seg_00053,024_rkc_13596248_20260714163000,SPEAKER_00,534.08,542.0,7.92,success,みょうが50グラム、東京130円、108円、大阪、130円、108円。,success,みょうが50グラム、東京、130円、108円、大阪、130円、108円。,False,35,36,1
,024_rkc_13596248_20260714163000_seg_00054,024_rkc_13596248_20260714163000,SPEAKER_00,542.56,546.0,3.44,success,名古屋、119円、97円。,success,1円、108円、名古屋、119円、97円。,False,13,21,8
,024_rkc_13596248_20260714163000_seg_00055,024_rkc_13596248_20260714163000,SPEAKER_00,547.84,555.28,7.44,success,アールスメロン6玉東京、マル州、8640円、a、8100円。,success,アールスメロン6玉東京、丸秀8640円、a、8100円。,False,30,28,-2
,024_rkc_13596248_20260714163000_seg_00056,024_rkc_13596248_20260714163000,SPEAKER_00,556.0,559.04,3.04,success,大阪丸州、1万800円。,success,8100円、大阪丸州1万800円。,False,12,17,5
,024_rkc_13596248_20260714163000_seg_00057,024_rkc_13596248_20260714163000,SPEAKER_00,559.84,562.72,2.88,success,a、5940円。,success,1万800円、a、5940円。,False,8,15,7
,024_rkc_13596248_20260714163000_seg_00058,024_rkc_13596248_20260714163000,SPEAKER_00,564.8,570.48,5.68,success,名古屋丸周、1万800円、a、7560円。,success,名古屋丸秀、1万800円、a、7560円。,False,21,21,0
,024_rkc_13596248_20260714163000_seg_00059,024_rkc_13596248_20260714163000,SPEAKER_00,571.28,572.88,1.6,success,カキ類の取り引きはありません。,success,560円、柿類の取り引きはありません。,False,15,19,4
,024_rkc_13596248_20260714163000_seg_00060,024_rkc_13596248_20260714163000,SPEAKER_00,573.76,582.0,8.24,success,7月15日水曜日高知市の予想最低気温は平年より2度高い26度の予想です。,success,あす7月15日水曜日高知市の予想最低気温は平年より2度高い26度の予想です。,False,36,38,2
,024_rkc_13596248_20260714163000_seg_00061,024_rkc_13596248_20260714163000,SPEAKER_03,596.08,596.779974,0.7,success,太陽一緒に探す。,success,未来を一緒に探す。,False,8,9,1
,024_rkc_13596248_20260714163000_seg_00062,024_rkc_13596248_20260714163000,SPEAKER_00,604.56,609.12,4.56,success,園芸販売情報、このコーナーはjaグループ高知と。,success,園芸販売情報、このコーナーはjaグループ高知と。,True,24,24,0
,024_rkc_13596248_20260714163000_seg_00063,024_rkc_13596248_20260714163000,SPEAKER_00,609.76,613.6,3.84,success,前川の種、高知前川酒苗の提供でお送りしました。,success,jグループ高知と前川の種高知前川種苗の提供でお送りしました。,False,23,30,7
,024_rkc_13596248_20260714163000_seg_00064,024_rkc_13596248_20260714163000,SPEAKER_03,615.36,619.339972,3.98,success,画家ジミー大西の創作活動の真相に迫る大規模原画展。,success,画家ジミー大西の創作活動の真相に迫る大規模原画展。,True,25,25,0
,024_rkc_13596248_20260714163000_seg_00065,024_rkc_13596248_20260714163000,SPEAKER_03,620.499963,633.36,12.86,success,展の絵画や立体作品を一堂に展示ジミー大西hometownkochi展7月24日から高知県立美術館にて開催会期中ジミーちゃんが高知に長期滞在会場で会えるかも!,success,大規模原画展の絵画や立体作品を一堂に展示ジミー大西ホームタウン高知展7月24日から高知県立美術館にて開催会期中ジミーちゃんが高知に長期滞在会場で会えるかも!,False,78,78,0
,024_rkc_13596248_20260714163000_seg_00066,024_rkc_13596248_20260714163000,SPEAKER_00,646.24,682.88,36.64,success,時刻は4時40分を回っています続いては土佐バズのコーナーです高知に関連するアーティストをマンスリーでプッシュしております今月は浜畑陽平さんを特集しておりますよ皆さんご存じ高知大学出身で体も心も大きなシンガーソングライターでございますが今日紹介するのは2016年に限定cdで発売されていた曲なんですが2024年に再収録されたバージョンでお聴きくださいピアノとオルガンそしてこれですねうー。,success,時刻は4時40分を回っています続いては土佐バズのコーナーです高知に関連するアーティストをマンスリーでプッシュしております今月は浜畑陽平さんを特集しておりますよ皆さんご存じ高知大学出身で体も心も大きなシンガーソングライターでございますが今日紹介するのは2016年に限定cdで発売されていた曲なんですが2024年に再収録されたバージョンでお聴きくださいピアノとオルガンそしてこれですねウー。,False,193,193,0
,024_rkc_13596248_20260714163000_seg_00067,024_rkc_13596248_20260714163000,SPEAKER_00,683.84,699.499976,15.66,success,ウウっていうオウオウは関係ないですけどハンドクラップとあと足をね踏み鳴らすストンプでゴスペル風にアレンジされておりますそれでは聴いていただきましょう浜端洋平でサンキューソーマーチ。,success,ウーウーウーっていうオウオウは関係ないですけどハンドクラップとあと足をね踏み鳴らすストンプでゴスペル風にアレンジされておりますそれでは聴いていただきましょう浜端洋平でサンキューソーマーチ。,False,90,94,4
,024_rkc_13596248_20260714163000_seg_00068,024_rkc_13596248_20260714163000,SPEAKER_00,951.44,953.419958,1.98,success,川端洋平で3級ソース。,success,浜端洋平で3級装置。,False,11,10,-1
,024_rkc_13596248_20260714163000_seg_00069,024_rkc_13596248_20260714163000,SPEAKER_00,958.0,959.179968,1.18,success,6日に配信がスタート。,success,明日6日に配信がスタート。,False,11,13,2
,024_rkc_13596248_20260714163000_seg_00070,024_rkc_13596248_20260714163000,SPEAKER_03,984.4,987.979956,3.58,success,rkcアプリを使ったデジタルスタンプ。,success,移動開催中rkcアプリを使ったデジタルスタンプ。,False,19,24,5
,024_rkc_13596248_20260714163000_seg_00071,024_rkc_13596248_20260714163000,SPEAKER_03,994.48,997.099951,2.62,success,詳しくは佐川のしおりで検索。,success,詳しくは佐川のしおりで検索。,True,14,14,0
,024_rkc_13596248_20260714163000_seg_00072,024_rkc_13596248_20260714163000,SPEAKER_03,998.32,999.979956,1.66,success,佐川まで!,success,佐川まで佐川観光。,False,5,9,4
,024_rkc_13596248_20260714163000_seg_00073,024_rkc_13596248_20260714163000,SPEAKER_00,1016.019952,1016.779944,0.76,success,さんから今日の。,success,さんから今日の。,True,8,8,0
,024_rkc_13596248_20260714163000_seg_00074,024_rkc_13596248_20260714163000,SPEAKER_00,1023.699976,1024.459937,0.76,success,演じてみてください。,success,演技してみてください。,False,10,11,1
,024_rkc_13596248_20260714163000_seg_00075,024_rkc_13596248_20260714163000,SPEAKER_00,1026.64,1028.299963,1.66,success,私も今日昼間。,success,で私も今日広島。,False,7,8,1
,024_rkc_13596248_20260714163000_seg_00076,024_rkc_13596248_20260714163000,SPEAKER_00,1037.68,1038.37998,0.7,success,敵に仕事とか。,success,相手的に衝突が。,False,7,8,1
,024_rkc_13596248_20260714163000_seg_00077,024_rkc_13596248_20260714163000,SPEAKER_00,1039.6,1040.780005,1.18,success,一歩外出た。,success,快適に仕事が必要だと思いますけど、一歩外へ出た。,False,6,24,18
,024_rkc_13596248_20260714163000_seg_00078,024_rkc_13596248_20260714163000,SPEAKER_00,1045.84,1048.459937,2.62,success,風が吹いて、そのもわんとした風がそのまま。,success,日が吹いてそのモワンとした風がそのまま。,False,21,20,-1
,024_rkc_13596248_20260714163000_seg_00079,024_rkc_13596248_20260714163000,SPEAKER_00,1051.6,1052.24,0.64,success,思わず。,success,思わず。,True,4,4,0
,024_rkc_13596248_20260714163000_seg_00080,024_rkc_13596248_20260714163000,SPEAKER_00,1055.44,1057.579932,2.14,success,気温が出てたので、思わずぱちゃっと写真。,success,気温が出てたので思わずパチャッと写真。,False,20,19,-1
,024_rkc_13596248_20260714163000_seg_00081,024_rkc_13596248_20260714163000,SPEAKER_00,1060.72,1061.419958,0.7,success,中にもうす。,success,昆虫に申す?,False,6,6,0
,024_rkc_13596248_20260714163000_seg_00082,024_rkc_13596248_20260714163000,SPEAKER_00,1064.32,1067.179907,2.86,success,時間を追うごとに気温が下がっていく。,success,時間を追うごとに気温が下がっていく。,True,18,18,0
,024_rkc_13596248_20260714163000_seg_00083,024_rkc_13596248_20260714163000,SPEAKER_00,1069.12,1071.019995,1.9,success,もう午前10時でね。,success,もう午前10時でね。,True,10,10,0
,024_rkc_13596248_20260714163000_seg_00084,024_rkc_13596248_20260714163000,SPEAKER_00,1072.659937,1074.859961,2.2,success,高知市、最高気温がちょうど5度。,success,でね、高知市、最高気温がちょうど5度。,False,16,19,3
,024_rkc_13596248_20260714163000_seg_00085,024_rkc_13596248_20260714163000,SPEAKER_00,1079.92,1082.539954,2.62,success,寝ている間に、もうあっという間に暑くなっちゃうっていう。,success,寝ている間にもうあっという間に暑くなっちゃうっていう。,False,28,27,-1
,024_rkc_13596248_20260714163000_seg_00086,024_rkc_13596248_20260714163000,SPEAKER_00,1085.68,1086.37998,0.7,success,本当にあの。,success,本当にあの。,True,6,6,0
,024_rkc_13596248_20260714163000_seg_00087,024_rkc_13596248_20260714163000,SPEAKER_00,1100.08,1104.619971,4.54,success,今日から夏季大学ということで高知市花器大学が今日スタート。,success,今日からカキ大学ということで高知市、カキ大学が今日スタート。,False,29,30,1
,024_rkc_13596248_20260714163000_seg_00088,024_rkc_13596248_20260714163000,SPEAKER_00,1106.32,1107.019995,0.7,success,開幕でございます。,success,開幕でござる。,False,9,7,-2
,024_rkc_13596248_20260714163000_seg_00089,024_rkc_13596248_20260714163000,SPEAKER_00,1115.859949,1117.92,2.06,success,そして自然への思いっていう。,success,そして自然への思いっていう。,True,14,14,0
,024_rkc_13596248_20260714163000_seg_00090,024_rkc_13596248_20260714163000,SPEAKER_00,1126.419946,1127.179907,0.76,success,星野辺り。,success,星の辺り。,False,5,5,0
,024_rkc_13596248_20260714163000_seg_00091,024_rkc_13596248_20260714163000,SPEAKER_03,1142.259912,1146.859961,4.6,success,rkcアプリを使ったデジタルスタンプ。,success,今かき氷街道開催中rkcアプリを使ったデジタルスタンプ。,False,19,28,9
,024_rkc_13596248_20260714163000_seg_00092,024_rkc_13596248_20260714163000,SPEAKER_03,1152.33999,1155.92,3.58,success,詳しくは佐川のしおりで検索。,success,明日を進呈詳しくは佐川のしおりで検索。,False,14,19,5
,024_rkc_13596248_20260714163000_seg_00093,024_rkc_13596248_20260714163000,SPEAKER_03,1158.16,1158.859961,0.7,success,たは観光客。,success,赤は観光協会。,False,6,7,1
,024_rkc_13596248_20260714163000_seg_00094,024_rkc_13596248_20260714163000,SPEAKER_00,1180.48,1183.819922,3.34,success,ワンアンツォーワンツースリーフォー。,success,ワンアツゥワンツースリーフォー。,False,18,16,-2
,024_rkc_13596248_20260714163000_seg_00095,024_rkc_13596248_20260714163000,SPEAKER_00,1191.36,1192.48,1.12,success,坂東道夫です。,success,坂東道夫です。,True,7,7,0
,024_rkc_13596248_20260714163000_seg_00096,024_rkc_13596248_20260714163000,SPEAKER_03,1192.48,1193.52,1.04,success,佐藤順子です。,success,坂東道夫です。,False,7,7,0
,024_rkc_13596248_20260714163000_seg_00097,024_rkc_13596248_20260714163000,SPEAKER_00,1193.6,1195.52,1.92,success,坂東男節23。,success,佐藤淳子です。,False,7,7,0
