segment_index,segment_id,target_id,speaker,start_sec,end_sec,duration_sec,parakeet_exact_status,parakeet_exact_text,parakeet_context2_status,parakeet_context2_text,texts_match,exact_chars,context2_chars,char_diff
,016_ibs_13555969_20260713220000_seg_00014,016_ibs_13555969_20260713220000,SPEAKER_01,85.84,86.540003,0.7,success,月曜日夜。,success,月曜日夜。,True,5,5,0
,016_ibs_13555969_20260713220000_seg_00015,016_ibs_13555969_20260713220000,SPEAKER_01,91.6,93.260001,1.66,success,いつまでもいつまでも調子に乗って苦手な!,success,いつまでもいつまでも調子に乗って逃げんな!,False,20,21,1
,016_ibs_13555969_20260713220000_seg_00016,016_ibs_13555969_20260713220000,SPEAKER_01,97.300001,97.92,0.62,success,スタジオから。,success,1スタジオから。,False,7,8,1
,016_ibs_13555969_20260713220000_seg_00017,016_ibs_13555969_20260713220000,SPEAKER_01,98.56,99.980002,1.42,success,はい、生放送でお届けしています。,success,スタジオから生放送でお届けしています。,False,16,19,3
,016_ibs_13555969_20260713220000_seg_00018,016_ibs_13555969_20260713220000,SPEAKER_01,102.16,103.44,1.28,success,あのバレてるから大丈夫です。,success,あのバレてるから大丈夫です。,True,14,14,0
,016_ibs_13555969_20260713220000_seg_00019,016_ibs_13555969_20260713220000,SPEAKER_01,103.92,108.88,4.96,success,今月のパートナーは、もう私よりも主役をいく、もう相方の松岡さんが。,success,ばれてるから大丈夫です、大丈夫です、今月のパートナーは、もう私よりも主役をいく、もう相方の松岡さんが。,False,33,51,18
,016_ibs_13555969_20260713220000_seg_00020,016_ibs_13555969_20260713220000,SPEAKER_01,110.56,111.500002,0.94,success,登場しております。,success,張り切って登場しております。,False,9,14,5
,016_ibs_13555969_20260713220000_seg_00021,016_ibs_13555969_20260713220000,SPEAKER_00,113.140001,115.820002,2.68,success,さあ何かこう毎週仕事があるっていいじゃないですか。,success,さ何かこう毎週仕事があるっていいよね。,False,25,19,-6
,016_ibs_13555969_20260713220000_seg_00022,016_ibs_13555969_20260713220000,SPEAKER_00,122.48,123.980002,1.5,success,なんかちょっとね、思うよね。,success,何かちょっとね思うよね。,False,14,12,-2
,016_ibs_13555969_20260713220000_seg_00023,016_ibs_13555969_20260713220000,SPEAKER_01,132.339998,133.099989,0.76,success,先輩芸人。,success,まあ先輩芸人なんで。,False,5,10,5
,016_ibs_13555969_20260713220000_seg_00024,016_ibs_13555969_20260713220000,SPEAKER_01,134.8,139.76,4.96,success,捕まって次の方が亡くなって、陰でデスノートと呼ばれていて、そして今、ウーバーイーツというね。,success,ゲイになって捕まって次の館亡くなって陰でデスノートと呼ばれていてそして今ウーバーイーツというね。,False,46,48,2
,016_ibs_13555969_20260713220000_seg_00025,016_ibs_13555969_20260713220000,SPEAKER_01,140.88,142.699995,1.82,success,ってことを一生懸命やってお笑いよりも大きい。,success,ウーバーイーツというね、お仕事を一生懸命やって、お笑いよりもお笑い。,False,22,34,12
,016_ibs_13555969_20260713220000_seg_00026,016_ibs_13555969_20260713220000,SPEAKER_00,144.88,146.539992,1.66,success,最近はね、陰でデスの音じゃなくてね。,success,最近はね陰でデスの音じゃなくてね。,False,18,17,-1
,016_ibs_13555969_20260713220000_seg_00027,016_ibs_13555969_20260713220000,SPEAKER_00,148.179994,150.56,2.38,success,角都って言われてるから、大丈夫ですよ。,success,だってね、角戸って言われてるから、大丈夫ですよ。,False,19,24,5
,016_ibs_13555969_20260713220000_seg_00028,016_ibs_13555969_20260713220000,SPEAKER_01,150.72,152.299994,1.58,success,まあちょっとでもね最近は服装。,success,ちょっとでもね、最近は服装。,False,15,14,-1
,016_ibs_13555969_20260713220000_seg_00029,016_ibs_13555969_20260713220000,SPEAKER_01,154.0,155.04,1.04,success,ちゃんと呼ばれてますから、私。,success,伊達さんって呼ばれてますから私。,False,15,16,1
,016_ibs_13555969_20260713220000_seg_00030,016_ibs_13555969_20260713220000,SPEAKER_00,158.739992,160.48,1.74,success,皆さん、サッカーの時間に来ましたよ。,success,皆さんサッカーの時間に来ましたよ。,False,18,17,-1
,016_ibs_13555969_20260713220000_seg_00031,016_ibs_13555969_20260713220000,SPEAKER_01,162.48,163.36,0.88,success,はいはいはいはいはいはいはい。,success,わっ出た!,False,15,5,-10
,016_ibs_13555969_20260713220000_seg_00032,016_ibs_13555969_20260713220000,SPEAKER_01,167.76,168.48,0.72,success,まっいっか。,success,まっいっか。,True,6,6,0
,016_ibs_13555969_20260713220000_seg_00033,016_ibs_13555969_20260713220000,SPEAKER_00,174.16,176.299994,2.14,success,なんかもうレフェリーがもう。,success,何かもうレフェリーがもう。,False,14,13,-1
,016_ibs_13555969_20260713220000_seg_00034,016_ibs_13555969_20260713220000,SPEAKER_00,179.859987,181.04,1.18,success,あなたシート。,success,甚だしいと?,False,7,6,-1
,016_ibs_13555969_20260713220000_seg_00035,016_ibs_13555969_20260713220000,SPEAKER_00,181.52,185.899992,4.38,success,でも見ててファウルとかあってレッドカードとか出すのはまあそれレストラン。,success,でも見ててファウルとかあってレッドカードとか出すのはそれレッドカード。,False,36,35,-1
,016_ibs_13555969_20260713220000_seg_00036,016_ibs_13555969_20260713220000,SPEAKER_00,187.539995,194.059996,6.52,success,やっぱああいうの南米でやってるわけやん。,success,まあそれでやっぱああいうの南米でやってるわけやん。,False,20,25,5
,016_ibs_13555969_20260713220000_seg_00037,016_ibs_13555969_20260713220000,SPEAKER_00,205.299989,206.059996,0.76,success,くず寿司しか残ってない。,success,家電しか残ってない。,False,12,10,-2
,016_ibs_13555969_20260713220000_seg_00038,016_ibs_13555969_20260713220000,SPEAKER_00,208.8,209.36,0.56,success,ポーランドにある。,success,これでもし次イングランドにあるとしたら。,False,9,20,11
,016_ibs_13555969_20260713220000_seg_00039,016_ibs_13555969_20260713220000,SPEAKER_00,209.84,212.48,2.64,success,してしまったら、ヨーロッパ同士の決勝戦になるわけよ。,success,もし次、イングランドにアルゼンチン負けてしまったら、ヨーロッパどうしの決勝戦になるわけよ。,False,26,45,19
,016_ibs_13555969_20260713220000_seg_00040,016_ibs_13555969_20260713220000,SPEAKER_01,212.56,213.12,0.56,success,はいはいはい。,success,ヨーロッパ同士の決勝戦になるわけよ。,False,7,18,11
,016_ibs_13555969_20260713220000_seg_00041,016_ibs_13555969_20260713220000,SPEAKER_00,213.2,214.219992,1.02,success,これは多分ね避けたい。,success,これは多分ね避けたい。,True,11,11,0
,016_ibs_13555969_20260713220000_seg_00042,016_ibs_13555969_20260713220000,SPEAKER_00,216.88,222.859991,5.98,success,たぶん、次の準決勝のイングランドとアルゼンチンの試合は、もう俺、どこかでレッドカードがいる。,success,多分次の準決勝のイングランドとアルゼンチンの試合はもう俺どこかでレッドカードがいいんじゃないかな。,False,46,49,3
,016_ibs_13555969_20260713220000_seg_00043,016_ibs_13555969_20260713220000,SPEAKER_00,224.499986,225.04,0.54,success,かなと。,success,カードがいいかなと。,False,4,10,6
,016_ibs_13555969_20260713220000_seg_00044,016_ibs_13555969_20260713220000,SPEAKER_01,225.36,226.72,1.36,success,そんな審判しますか?,success,そんな審判しますか?,True,10,10,0
,016_ibs_13555969_20260713220000_seg_00045,016_ibs_13555969_20260713220000,SPEAKER_00,227.28,228.16,0.88,success,1個あるで。,success,そんな審判しますか?,False,6,10,4
,016_ibs_13555969_20260713220000_seg_00046,016_ibs_13555969_20260713220000,SPEAKER_01,228.24,231.76,3.52,success,でもなんか2人笑ってるってことは、ここ、ほら、信頼できる差。,success,でもなんか2人笑ってるってことはここほら信頼できる差。,False,30,27,-3
,016_ibs_13555969_20260713220000_seg_00047,016_ibs_13555969_20260713220000,SPEAKER_01,234.8,236.77999,1.98,success,だってねいつも以上に。,success,俺の情報を握ってますから、だってね、いつも以上に。,False,11,25,14
,016_ibs_13555969_20260713220000_seg_00048,016_ibs_13555969_20260713220000,SPEAKER_01,237.939989,239.76,1.82,success,サッカーっていう言葉が出ただけでさ不思議。,success,いつも以上にサッカーっていう言葉が出ただけでさ不安。,False,21,26,5
,016_ibs_13555969_20260713220000_seg_00049,016_ibs_13555969_20260713220000,SPEAKER_01,240.08,241.04,0.96,success,目が輝くじゃないですか。,success,サッカーっていう言葉が出ただけでさ2人の目が輝くじゃないですか。,False,12,32,20
,016_ibs_13555969_20260713220000_seg_00050,016_ibs_13555969_20260713220000,SPEAKER_00,241.28,246.4,5.12,success,ごめんなさい、忙しそうにメールしてたのに、メール見てたのに、なんか俺がサッカーって言った瞬間、ぱんって置いたからね、こうやって。,success,さっきまでね、ごめんなさい、忙しそうにメールしてたのに、メール見てたのに、なんか俺がサッカーって言った瞬間、ぱんって置いたからね、こう。,False,64,68,4
,016_ibs_13555969_20260713220000_seg_00051,016_ibs_13555969_20260713220000,SPEAKER_01,247.92,249.44,1.52,success,いやいやちょっとサッカーの話は?,success,いやいやもうちょっとサッカーの話はあんまり。,False,16,22,6
,016_ibs_13555969_20260713220000_seg_00052,016_ibs_13555969_20260713220000,SPEAKER_00,250.32,252.619994,2.3,success,本当にでも、本当、今、最高ですよ。,success,でも、でもね、本当にでも、本当、今、最高ですよ。,False,17,24,7
,016_ibs_13555969_20260713220000_seg_00053,016_ibs_13555969_20260713220000,SPEAKER_00,253.779985,257.44,3.66,success,スペインとフランス、こんなもんもう、普通の決勝戦でもおかしくない。,success,スペインとフランスこんなもんもう普通の決勝戦でもおかしくない。,False,33,31,-2
,016_ibs_13555969_20260713220000_seg_00054,016_ibs_13555969_20260713220000,SPEAKER_00,258.0,260.4,2.4,success,イングランドとアルゼンチン、これは決勝でもおかしくないわけです。,success,決勝戦でもおかしくない、イングランドとアルゼンチン、これはね、決勝でもおかしくないわけです。,False,32,46,14
,016_ibs_13555969_20260713220000_seg_00055,016_ibs_13555969_20260713220000,SPEAKER_01,260.48,261.12,0.64,success,そうなんだ。,success,これは決勝でもおかしくないわけですから。,False,6,20,14
,016_ibs_13555969_20260713220000_seg_00056,016_ibs_13555969_20260713220000,SPEAKER_00,261.12,264.4,3.28,success,だからこれはもう3位決定戦まで絶対盛り上がるから。,success,決勝でもおかしくないわけで、あっ、だから、これはもう、3位決定戦まで絶対盛り上がるから。,False,25,44,19
,016_ibs_13555969_20260713220000_seg_00057,016_ibs_13555969_20260713220000,SPEAKER_01,264.56,265.12,0.56,success,なるほど。,success,3位決定戦まで絶対盛り上がるから。,False,5,17,12
,016_ibs_13555969_20260713220000_seg_00058,016_ibs_13555969_20260713220000,SPEAKER_01,265.68,269.2,3.52,success,私なんかもうちょっととっくに終わったのかと思ってました。,success,私なんかもうちょっととっくに終わったのかと思ってました。,True,28,28,0
,016_ibs_13555969_20260713220000_seg_00059,016_ibs_13555969_20260713220000,SPEAKER_00,270.8,271.340002,0.54,success,知ってるわ。,success,まだやってるわ。,False,6,8,2
,016_ibs_13555969_20260713220000_seg_00060,016_ibs_13555969_20260713220000,SPEAKER_01,272.56,274.08,1.52,success,常宮さん、白熱している。,success,皆さん、白熱している。,False,12,11,-1
,016_ibs_13555969_20260713220000_seg_00061,016_ibs_13555969_20260713220000,SPEAKER_01,277.6,279.76,2.16,success,茨城熱も白熱してますから。,success,でもね、ちょっときょうはね、茨城熱も白熱してますから。,False,13,27,14
,016_ibs_13555969_20260713220000_seg_00062,016_ibs_13555969_20260713220000,SPEAKER_01,284.32,285.68,1.36,success,先週に来てくれた。,success,実は先々週に来てくれた。,False,9,12,3
,016_ibs_13555969_20260713220000_seg_00063,016_ibs_13555969_20260713220000,SPEAKER_01,288.0,288.8,0.8,success,もうお茶してきます。,success,タンタンさんもお茶してきます。,False,10,15,5
,016_ibs_13555969_20260713220000_seg_00064,016_ibs_13555969_20260713220000,SPEAKER_00,289.28,289.92,0.64,success,そうなの?,success,愛さんもお茶してきますからあらそうなの?,False,5,20,15
,016_ibs_13555969_20260713220000_seg_00065,016_ibs_13555969_20260713220000,SPEAKER_01,290.08,291.500006,1.42,success,菊間さんと仲良くなりたいな。,success,菊間さんと仲良くなりたいなって。,False,14,16,2
,016_ibs_13555969_20260713220000_seg_00066,016_ibs_13555969_20260713220000,SPEAKER_01,295.6,296.32,0.72,success,月曜日だから。,success,月曜日だから。,True,7,7,0
,016_ibs_13555969_20260713220000_seg_00067,016_ibs_13555969_20260713220000,SPEAKER_01,297.940012,298.700003,0.76,success,収録があるから。,success,だからその収録があるから。,False,8,13,5
,016_ibs_13555969_20260713220000_seg_00068,016_ibs_13555969_20260713220000,SPEAKER_01,299.92,302.539999,2.62,success,3時間だったんですけどなんかお茶できるところをでも探して。,success,収録があるから3時間だったんですけど何かお茶できるところをでも探してたんですよ。,False,29,40,11
,016_ibs_13555969_20260713220000_seg_00069,016_ibs_13555969_20260713220000,SPEAKER_01,303.76,307.340002,3.58,success,熊井さんがここがいいですよって表参道だったりをすてきなカフェをいっぱい探してくれたんだ。,success,ところをでも探して熊谷さんがここがいいですよって表参道をなんかすてきなカフェをいっぱい探してくれたの。,False,44,51,7
,016_ibs_13555969_20260713220000_seg_00070,016_ibs_13555969_20260713220000,SPEAKER_01,309.04,310.24,1.2,success,6時ぐらいで終わってて。,success,6時ぐらいで終わってて。,True,12,12,0
,016_ibs_13555969_20260713220000_seg_00071,016_ibs_13555969_20260713220000,SPEAKER_00,310.24,311.68,1.44,success,そっか早いんだね。,success,そっか早いんだね。,True,9,9,0
,016_ibs_13555969_20260713220000_seg_00072,016_ibs_13555969_20260713220000,SPEAKER_01,311.92,315.500006,3.58,success,びっくりして、そんできょう、やっと見つけましたって言って、青山さん。,success,そっか早いんだねびっくりしてそんで今日やっと見つけましたって言って青山さんに。,False,34,39,5
,016_ibs_13555969_20260713220000_seg_00073,016_ibs_13555969_20260713220000,SPEAKER_00,317.68,318.379996,0.7,success,ああ何か?,success,おなに?,False,5,4,-1
,016_ibs_13555969_20260713220000_seg_00074,016_ibs_13555969_20260713220000,SPEAKER_01,320.08,322.700003,2.62,success,今回、茨城の石岡フラワーパークを訪問。,success,なんか茨城のししおかフラワーパーク放送。,False,19,20,1
,016_ibs_13555969_20260713220000_seg_00075,016_ibs_13555969_20260713220000,SPEAKER_01,323.92,328.940009,5.02,success,でそこに私がちょっと早めに着いてはいって言おうと思ったら。,success,パークをほうふつとさせるようなカフェがあったのね、そこに私がちょっと早めに着いて、はいって言おうと思ったら。,False,29,54,25
,016_ibs_13555969_20260713220000_seg_00076,016_ibs_13555969_20260713220000,SPEAKER_01,331.28,333.12,1.84,success,入ることができませんでした。,success,入ることができませんでした。,True,14,14,0
,016_ibs_13555969_20260713220000_seg_00077,016_ibs_13555969_20260713220000,SPEAKER_00,333.12,334.48,1.36,success,えっキクどうしたの?,success,入ることができませんでした。,False,10,14,4
,016_ibs_13555969_20260713220000_seg_00078,016_ibs_13555969_20260713220000,SPEAKER_01,334.72,339.500006,4.78,success,そこの近くにあった救いのお店みたいな茨城の人たち。,success,結局そこの近くにあった福井のお店みたいな茨城の人たち。,False,25,27,2
,016_ibs_13555969_20260713220000_seg_00079,016_ibs_13555969_20260713220000,SPEAKER_01,340.660013,344.300009,3.64,success,福井のなんかこう、アンテナショップみたいな、でもすてきな方。,success,茨城の人たち福井のなんかこう、アンテナショップみたいな、でもすてきな方。,False,30,36,6
,016_ibs_13555969_20260713220000_seg_00080,016_ibs_13555969_20260713220000,SPEAKER_01,347.2,348.48,1.28,success,盛り上がってきましたので。,success,盛り上がってきましたので。,True,13,13,0
,016_ibs_13555969_20260713220000_seg_00081,016_ibs_13555969_20260713220000,SPEAKER_00,348.64,349.580008,0.94,success,仲よくなってうれしいね。,success,盛り上がってきましたので。仲よくなってうれしいね。,False,12,25,13
,016_ibs_13555969_20260713220000_seg_00082,016_ibs_13555969_20260713220000,SPEAKER_01,350.8,352.940009,2.14,success,輪が広がって私今日だってねゲストに。,success,日の輪が広がってやって今日だってねゲストに。,False,18,22,4
,016_ibs_13555969_20260713220000_seg_00083,016_ibs_13555969_20260713220000,SPEAKER_01,354.579996,355.44,0.86,success,ファンが来てくれてる。,success,ゲストに母が来てくれてるわけです。,False,11,17,6
,016_ibs_13555969_20260713220000_seg_00084,016_ibs_13555969_20260713220000,SPEAKER_00,356.32,359.68,3.36,success,本当ね、きょうのゲストにはね、いろいろお願い事がいっぱいあるから。,success,もう本当ね、きょうのゲストにはね、いろいろお願い事がいっぱいあるから。,False,33,35,2
,016_ibs_13555969_20260713220000_seg_00085,016_ibs_13555969_20260713220000,SPEAKER_01,365.12,365.68,0.56,success,やめます。,success,電波使ってお願いしないと。,False,5,13,8
,016_ibs_13555969_20260713220000_seg_00086,016_ibs_13555969_20260713220000,SPEAKER_00,366.72,369.12,2.4,success,お願いして、分かりましたって言っても、さ、言ってないって言うやん。,success,プライベートでさお願いして分かりましたって言ってもさ言ってないって言うやんで。,False,33,39,6
,016_ibs_13555969_20260713220000_seg_00087,016_ibs_13555969_20260713220000,SPEAKER_00,369.84,371.44,1.6,success,だったら絶対にじゃあラジオ聴けと。,success,言ってないって言うやん、でも電波に乗ってたら、絶対に、じゃあ、ラジオ聴けと。,False,17,38,21
,016_ibs_13555969_20260713220000_seg_00088,016_ibs_13555969_20260713220000,SPEAKER_01,371.44,372.16,0.72,success,ねえちょっと。,success,乗ってたら絶対にじゃあラジオ聴けと。,False,7,18,11
,016_ibs_13555969_20260713220000_seg_00089,016_ibs_13555969_20260713220000,SPEAKER_01,374.32,376.0,1.68,success,苦笑いですよ。,success,本当、もうさ、苦笑いですよ。,False,7,14,7
,016_ibs_13555969_20260713220000_seg_00090,016_ibs_13555969_20260713220000,SPEAKER_01,379.28,382.56,3.28,success,打ち合わせで全然しゃべんないなと思ってたらもう本番に取っとくために。,success,僕取りのために呼びましたからホントにもう何か打ち合わせで全然しゃべんないなと思ってたらもう本番に撮っとくために。,False,34,56,22
,016_ibs_13555969_20260713220000_seg_00091,016_ibs_13555969_20260713220000,SPEAKER_01,383.6,385.580008,1.98,success,でもねすごいxだってねもうね。,success,本番に取っとくために、もうでもね、すごいxだってね、もうね。,False,15,30,15
,016_ibs_13555969_20260713220000_seg_00092,016_ibs_13555969_20260713220000,SPEAKER_01,387.22001,388.8,1.58,success,チビです!っていうのが結構ポスターがあって。,success,もうねチミです!っていうのが結構ポスター上がって。,False,22,25,3
,016_ibs_13555969_20260713220000_seg_00093,016_ibs_13555969_20260713220000,SPEAKER_00,389.76,393.260001,3.5,success,草間家のね、赤プルさんのね、草間家でいいじゃないですか。,success,っていうのが、結構、ポスター上がってますから、しかもこれ、草間家のね、赤プルさんの草間家でいいじゃないですか。,False,28,55,27
,016_ibs_13555969_20260713220000_seg_00094,016_ibs_13555969_20260713220000,SPEAKER_00,394.420007,397.580008,3.16,success,結婚して松岡になりましたけど草間さんの。,success,草間家でじゃないですけど結婚して松岡になりましたけど草間さんのあの草薙。,False,20,36,16
,016_ibs_13555969_20260713220000_seg_00095,016_ibs_13555969_20260713220000,SPEAKER_00,400.24,401.420004,1.18,success,なあ言ったらもう俺の。,success,インターいうたらもう俺の。,False,11,13,2
,016_ibs_13555969_20260713220000_seg_00096,016_ibs_13555969_20260713220000,SPEAKER_00,402.72,404.56,1.84,success,もうしんちゃんおもしろい、俺のこと。,success,行ったら、もう俺の、もうしんちゃん、おもしろい、俺のこと。,False,18,29,11
,016_ibs_13555969_20260713220000_seg_00097,016_ibs_13555969_20260713220000,SPEAKER_00,405.84,411.04,5.2,success,やったら言ったのに、最近、俺の名前なんか全く出ないです、足立雄人君の名前ばっかり出してたの。,success,おもしろい、俺のことおもしろい、おもしろいって言ってね、なんかあったら言ったのに、最近、俺の名前なんか全く出ないです、足立雄太君の名前ばっかり出すの、僕。,False,46,77,31
,016_ibs_13555969_20260713220000_seg_00098,016_ibs_13555969_20260713220000,SPEAKER_01,411.12,412.96,1.84,success,本当、足立雄人一択。,success,安達祐人君の名前ばっかり出すなお前。,False,10,18,8
,016_ibs_13555969_20260713220000_seg_00099,016_ibs_13555969_20260713220000,SPEAKER_00,413.36,420.24,6.88,success,ほいでおいっ子に陽堂っていうんだけど陽堂も俺のことなんかもう安達祐人さん優人さんってね。,success,ほいでおいっ子に陽堂っていうんだけど陽堂も俺のことなんかもう安達祐人さん優斗さんってね。,False,44,44,0
,016_ibs_13555969_20260713220000_seg_00100,016_ibs_13555969_20260713220000,SPEAKER_00,421.52,423.28,1.76,success,本当にだからそれもちょっと。,success,俺もうホントに今日だからそれもちょっと。,False,14,20,6
,016_ibs_13555969_20260713220000_seg_00101,016_ibs_13555969_20260713220000,SPEAKER_01,424.32,425.9,1.58,success,きのうも実家で盛り上がっちゃってます。,success,きょう、だからそれはちょっと文句言おうと思ってるんだけどきのうも実家で盛り上がっちゃって、ますます。,False,19,50,31
,016_ibs_13555969_20260713220000_seg_00102,016_ibs_13555969_20260713220000,SPEAKER_01,427.060007,431.76,4.7,success,踊るなんて思わなかったわよねっつってもう誰のライブに行ってもふらふらして。,success,盛り上がっちゃってまさか踊るなんて思わなかったわよねっつってもう誰のライブに行ってもフラフラして。,False,37,49,12
,016_ibs_13555969_20260713220000_seg_00103,016_ibs_13555969_20260713220000,SPEAKER_01,432.24,435.02001,2.78,success,集中しても見てない私たちのライブとかに来てもあれお父さん何?,success,ライブに行ってもフラフラしてて全然集中しても見てない私たちのライブとかに来てもあれお父さん何?,False,30,47,17
,016_ibs_13555969_20260713220000_seg_00104,016_ibs_13555969_20260713220000,SPEAKER_00,436.24,439.04,2.8,success,見るのはミニスカートのなんか女の人しか見ない。,success,お父さんが見るのはミニスカートの女の人しか見ない。,False,23,25,2
,016_ibs_13555969_20260713220000_seg_00105,016_ibs_13555969_20260713220000,SPEAKER_01,440.72,441.84,1.12,success,一生懸命踊ってましたよ。,success,一生懸命踊ってましたよ。,True,12,12,0
,016_ibs_13555969_20260713220000_seg_00106,016_ibs_13555969_20260713220000,SPEAKER_00,442.0,443.659995,1.66,success,足立中徳の場合は見てたわけです。,success,それを足立雄徳の場合は見てたわけですか?,False,16,20,4
,016_ibs_13555969_20260713220000_seg_00107,016_ibs_13555969_20260713220000,SPEAKER_01,444.56,446.4,1.84,success,あの盛り上げはすごい。,success,あの盛り上げはすごいですね。,False,11,14,3
,016_ibs_13555969_20260713220000_seg_00108,016_ibs_13555969_20260713220000,SPEAKER_01,447.76,448.48,0.72,success,そして。,success,うわっすごい!,False,4,7,3
,016_ibs_13555969_20260713220000_seg_00109,016_ibs_13555969_20260713220000,SPEAKER_01,451.060007,456.140005,5.08,success,みたいな、それをすごく楽しみにしてたんですけど、またいろんな告知があるので、またね、見に行けると。,success,今度またに来るんでしょみたいなそれをすごく楽しみにしてたんですけどまたいろんな告知があるのでまたね見に行けると。,False,49,56,7
,016_ibs_13555969_20260713220000_seg_00110,016_ibs_13555969_20260713220000,SPEAKER_01,457.84,459.52,1.68,success,産んでからね、またお話ししたいと思うんですけど。,success,呼んでからねまたお話ししたいと思うんですけど。,False,24,23,-1
,016_ibs_13555969_20260713220000_seg_00111,016_ibs_13555969_20260713220000,SPEAKER_01,459.84,464.0,4.16,success,ちょっと今ね、私が謎の1万10円の話もちょっとしてもいいですか?,success,呼んでからね、またお話ししたいと思うんですけど、ちょっと今ね、私が謎の1万10円の話もちょっとしてもいいですか?,False,32,56,24
,016_ibs_13555969_20260713220000_seg_00112,016_ibs_13555969_20260713220000,SPEAKER_00,464.16,465.12,0.96,success,あっお願いします。,success,1万10円の話もちょっとしてもいいですか?,False,9,21,12
,016_ibs_13555969_20260713220000_seg_00113,016_ibs_13555969_20260713220000,SPEAKER_01,465.12,466.56,1.44,success,あのね答え出ました。,success,あのね答え出ました。,True,10,10,0
,016_ibs_13555969_20260713220000_seg_00114,016_ibs_13555969_20260713220000,SPEAKER_01,467.28,470.539999,3.26,success,これどっちかかなと思うんですけどxで省吾さん。,success,これどっちかかなと思うんですけどで省吾さん。,False,23,22,-1
,016_ibs_13555969_20260713220000_seg_00115,016_ibs_13555969_20260713220000,SPEAKER_01,472.24,473.6,1.36,success,まあ、指名医療じゃないですか。,success,3年は指名医療じゃないですか?,False,15,15,0
,016_ibs_13555969_20260713220000_seg_00116,016_ibs_13555969_20260713220000,SPEAKER_01,476.0,476.88,0.88,success,なわけねえだろ!,success,なわけねえだろ!,True,8,8,0
