segment_index,segment_id,target_id,speaker,start_sec,end_sec,duration_sec,parakeet_exact_status,parakeet_exact_text,parakeet_silence2_status,parakeet_silence2_text,texts_match,exact_chars,silence2_chars,char_diff
,027_rcc_13595865_20260714090000_seg_00024,027_rcc_13595865_20260714090000,SPEAKER_00,152.56,154.219992,1.66,success,水温浴びたよねって思う。,success,水曜浴びたよねって思って。,False,12,13,1
,027_rcc_13595865_20260714090000_seg_00025,027_rcc_13595865_20260714090000,SPEAKER_00,157.84,158.539992,0.7,success,ペテルダンク。,success,ペテル団。,False,7,5,-2
,027_rcc_13595865_20260714090000_seg_00026,027_rcc_13595865_20260714090000,SPEAKER_00,160.72,161.419997,0.7,success,あったまった。,success,あったまった!,False,7,7,0
,027_rcc_13595865_20260714090000_seg_00027,027_rcc_13595865_20260714090000,SPEAKER_01,164.08,165.739989,1.66,success,もうホントに寝起きで。,success,もう本当に寝起きで。,False,11,10,-1
,027_rcc_13595865_20260714090000_seg_00028,027_rcc_13595865_20260714090000,SPEAKER_00,173.44,175.339995,1.9,success,番組のオープニングのサウンドステッカー。,success,番組のオープニングのサウンドステッカー。,True,20,20,0
,027_rcc_13595865_20260714090000_seg_00029,027_rcc_13595865_20260714090000,SPEAKER_01,180.72,181.579993,0.86,success,ハハハハ!,success,ハハハハハ!,False,5,6,1
,027_rcc_13595865_20260714090000_seg_00030,027_rcc_13595865_20260714090000,SPEAKER_01,182.8,185.419997,2.62,success,本当、最近、暑すぎてなんかエアコン。,success,ホント最近暑すぎてなんかエアコン。,False,18,17,-1
,027_rcc_13595865_20260714090000_seg_00031,027_rcc_13595865_20260714090000,SPEAKER_01,190.32,191.179991,0.86,success,もうエアコンつけたもん。,success,もうエアコンつけたまま。,False,12,12,0
,027_rcc_13595865_20260714090000_seg_00032,027_rcc_13595865_20260714090000,SPEAKER_01,194.32,195.12,0.8,success,できました。,success,できました。,True,6,6,0
,027_rcc_13595865_20260714090000_seg_00033,027_rcc_13595865_20260714090000,SPEAKER_00,195.12,196.88,1.76,success,あそう俺ね。,success,あそう俺ね。,True,6,6,0
,027_rcc_13595865_20260714090000_seg_00034,027_rcc_13595865_20260714090000,SPEAKER_00,198.64,199.44,0.8,success,弱いのよ。,success,弱いのよ!,False,5,5,0
,027_rcc_13595865_20260714090000_seg_00035,027_rcc_13595865_20260714090000,SPEAKER_01,199.52,200.299986,0.78,success,はいはい分かります。,success,はいはい分かります。,True,10,10,0
,027_rcc_13595865_20260714090000_seg_00036,027_rcc_13595865_20260714090000,SPEAKER_00,203.84,206.059996,2.22,success,エアコンもじかに風を!,success,エアコンもじかに風を!,True,11,11,0
,027_rcc_13595865_20260714090000_seg_00037,027_rcc_13595865_20260714090000,SPEAKER_00,208.24,209.28,1.04,success,で浴びたいぐらい。,success,で浴びたいぐらい。,True,9,9,0
,027_rcc_13595865_20260714090000_seg_00038,027_rcc_13595865_20260714090000,SPEAKER_01,209.36,210.16,0.8,success,スタジオでもね。,success,スタジオでもね。,True,8,8,0
,027_rcc_13595865_20260714090000_seg_00039,027_rcc_13595865_20260714090000,SPEAKER_00,212.56,213.52,0.96,success,紺の風を!,success,日本の風を!,False,5,6,1
,027_rcc_13595865_20260714090000_seg_00040,027_rcc_13595865_20260714090000,SPEAKER_00,213.76,214.96,1.2,success,追っかけて動くぐらい。,success,追っかけて動くぐらい。,True,11,11,0
,027_rcc_13595865_20260714090000_seg_00041,027_rcc_13595865_20260714090000,SPEAKER_00,216.88,217.579993,0.7,success,パーティー。,success,パーティ。,False,6,5,-1
,027_rcc_13595865_20260714090000_seg_00042,027_rcc_13595865_20260714090000,SPEAKER_00,221.52,222.56,1.04,success,出るときだけ。,success,出る時だけ。,False,7,6,-1
,027_rcc_13595865_20260714090000_seg_00043,027_rcc_13595865_20260714090000,SPEAKER_00,225.76,226.72,0.96,success,ベタカセで寝る。,success,ベタカセで寝る。,True,8,8,0
,027_rcc_13595865_20260714090000_seg_00044,027_rcc_13595865_20260714090000,SPEAKER_00,230.32,231.019987,0.7,success,本当繰り返す!,success,本当これか?,False,7,6,-1
,027_rcc_13595865_20260714090000_seg_00045,027_rcc_13595865_20260714090000,SPEAKER_01,234.64,235.2,0.56,success,ああ!,success,ああ!,True,3,3,0
,027_rcc_13595865_20260714090000_seg_00046,027_rcc_13595865_20260714090000,SPEAKER_00,235.2,237.259993,2.06,success,暑くて目が覚めて、ぴってやって。,success,熱くて目が覚めてピッてやって。,False,16,15,-1
,027_rcc_13595865_20260714090000_seg_00047,027_rcc_13595865_20260714090000,SPEAKER_00,242.32,243.12,0.8,success,何か。,success,何か。,True,3,3,0
,027_rcc_13595865_20260714090000_seg_00048,027_rcc_13595865_20260714090000,SPEAKER_00,243.36,244.45999,1.1,success,エアコンで体が冷えてくる。,success,エアコンで体が冷えてきた。,False,13,13,0
,027_rcc_13595865_20260714090000_seg_00049,027_rcc_13595865_20260714090000,SPEAKER_00,246.16,248.24,2.08,success,雨ピッて消し。,success,雨ピッて消し。,True,7,7,0
,027_rcc_13595865_20260714090000_seg_00050,027_rcc_13595865_20260714090000,SPEAKER_00,248.64,249.259993,0.62,success,また寝る。,success,また寝る。,True,5,5,0
,027_rcc_13595865_20260714090000_seg_00051,027_rcc_13595865_20260714090000,SPEAKER_00,250.48,253.099989,2.62,success,あっ、暑いと思ったら、起きて、ピッて。,success,あっ暑いと思ったら起きて。,False,19,13,-6
,027_rcc_13595865_20260714090000_seg_00052,027_rcc_13595865_20260714090000,SPEAKER_01,254.72,255.980002,1.26,success,えっ目覚めるの嫌じゃないですか?,success,えっ目覚めるの嫌じゃないですか?,True,16,16,0
,027_rcc_13595865_20260714090000_seg_00053,027_rcc_13595865_20260714090000,SPEAKER_00,257.68,258.56,0.88,success,売れるってもう。,success,売れる!って思う。,False,8,9,1
,027_rcc_13595865_20260714090000_seg_00054,027_rcc_13595865_20260714090000,SPEAKER_01,260.0,260.780005,0.78,success,ポジティブ!,success,ポジティブ!,True,6,6,0
,027_rcc_13595865_20260714090000_seg_00055,027_rcc_13595865_20260714090000,SPEAKER_01,263.44,264.08,0.64,success,ああはいはい。,success,ああはいはい。,True,7,7,0
,027_rcc_13595865_20260714090000_seg_00056,027_rcc_13595865_20260714090000,SPEAKER_00,264.08,266.539999,2.46,success,トイレで目が覚めるじゃんで今大体2回。,success,トイレで目が覚めるじゃんで今大体2階。,False,19,19,0
,027_rcc_13595865_20260714090000_seg_00057,027_rcc_13595865_20260714090000,SPEAKER_00,270.16,271.2,1.04,success,しか寝ないのに。,success,朝しか寝ないのに!,False,8,9,1
,027_rcc_13595865_20260714090000_seg_00058,027_rcc_13595865_20260714090000,SPEAKER_01,271.2,271.819998,0.62,success,ああ。,success,あっ!,False,3,3,0
,027_rcc_13595865_20260714090000_seg_00059,027_rcc_13595865_20260714090000,SPEAKER_00,274.48,276.620001,2.14,success,こう切ったり消したりもあるけど。,success,こう切ったり蹴ったりもあるけど。,False,16,16,0
,027_rcc_13595865_20260714090000_seg_00060,027_rcc_13595865_20260714090000,SPEAKER_00,277.780008,278.72,0.94,success,目覚める。,success,で目覚める。,False,5,6,1
,027_rcc_13595865_20260714090000_seg_00061,027_rcc_13595865_20260714090000,SPEAKER_00,286.900003,289.68,2.78,success,カニを目に入れたら目が覚めるかもしれないけどちょっと薄め。,success,カニを目に入れたら目が覚めるかもしれないけどちょっと薄め。,True,29,29,0
,027_rcc_13595865_20260714090000_seg_00062,027_rcc_13595865_20260714090000,SPEAKER_00,291.2,291.980002,0.78,success,薄めて。,success,薄めて。,True,4,4,0
,027_rcc_13595865_20260714090000_seg_00063,027_rcc_13595865_20260714090000,SPEAKER_01,296.08,296.780005,0.7,success,はいはい。,success,はいはい。,True,5,5,0
,027_rcc_13595865_20260714090000_seg_00064,027_rcc_13595865_20260714090000,SPEAKER_00,302.16,302.72,0.56,success,どうも。,success,どう思う?,False,4,5,1
,027_rcc_13595865_20260714090000_seg_00065,027_rcc_13595865_20260714090000,SPEAKER_00,303.04,303.84,0.8,success,ブルン!,success,ブルン!,True,4,4,0
,027_rcc_13595865_20260714090000_seg_00066,027_rcc_13595865_20260714090000,SPEAKER_00,305.68,308.300009,2.62,success,本能寺の変みたいな、もうなんか、小栗旬みたいな。,success,本能寺の変みたいなもう何か小栗旬みたいな。,False,24,21,-3
,027_rcc_13595865_20260714090000_seg_00067,027_rcc_13595865_20260714090000,SPEAKER_01,310.08,310.700003,0.62,success,夜戦った。,success,夜戦った。,True,5,5,0
,027_rcc_13595865_20260714090000_seg_00068,027_rcc_13595865_20260714090000,SPEAKER_00,312.4,313.099997,0.7,success,夢のまんま。,success,夢のまんまや。,False,6,7,1
,027_rcc_13595865_20260714090000_seg_00069,027_rcc_13595865_20260714090000,SPEAKER_00,316.72,319.52,2.8,success,売れるって思うタイプなのよ。,success,寝る?って思うタイプなのよ。,False,14,14,0
,027_rcc_13595865_20260714090000_seg_00070,027_rcc_13595865_20260714090000,SPEAKER_01,319.52,322.4,2.88,success,いいですね、明るくて。,success,いいですね明るくて。,False,11,10,-1
,027_rcc_13595865_20260714090000_seg_00071,027_rcc_13595865_20260714090000,SPEAKER_01,325.36,326.4,1.04,success,もう朝だから。,success,もう朝だ。,False,7,5,-2
,027_rcc_13595865_20260714090000_seg_00072,027_rcc_13595865_20260714090000,SPEAKER_01,329.620004,331.6,1.98,success,暑すぎて炊き汗じゃないですか?,success,次って炊き汗じゃないですか。,False,15,14,-1
,027_rcc_13595865_20260714090000_seg_00073,027_rcc_13595865_20260714090000,SPEAKER_00,331.84,333.28,1.44,success,休めばいいのに。,success,休めばいいのに。,True,8,8,0
,027_rcc_13595865_20260714090000_seg_00074,027_rcc_13595865_20260714090000,SPEAKER_01,335.44,336.56,1.12,success,でもせめて。,success,でもせめて!,False,6,6,0
,027_rcc_13595865_20260714090000_seg_00075,027_rcc_13595865_20260714090000,SPEAKER_01,336.88,344.300009,7.42,success,ラジオ始まるこの時間帯だけは皆様に元気をお届けしたいと思ってこう歩いて会社行ってる間に。,success,ラジオ始まるこの時間帯だけは皆様に元気をお届けしたいと思ってこう歩いて会社行ってる間に。,True,44,44,0
,027_rcc_13595865_20260714090000_seg_00076,027_rcc_13595865_20260714090000,SPEAKER_01,345.92,354.4,8.48,success,でもラジオの最初のオープニングのところだけは元気にいきたいその気持ちを乗せたい今日はなんて言おうかなとか。,success,でもラジオの最初のオープニングのところだけは元気にいきたいその気持ちを乗せたい今日はなんて言おうかなとか。,True,53,53,0
,027_rcc_13595865_20260714090000_seg_00077,027_rcc_13595865_20260714090000,SPEAKER_01,356.08,356.780005,0.7,success,暑いですよね。,success,いいですよね。,False,7,7,0
,027_rcc_13595865_20260714090000_seg_00078,027_rcc_13595865_20260714090000,SPEAKER_00,360.4,360.96,0.56,success,100年強化。,success,役員協会!,False,7,5,-2
,027_rcc_13595865_20260714090000_seg_00079,027_rcc_13595865_20260714090000,SPEAKER_00,361.6,363.76,2.16,success,あとみんな暑い時期言うなよ!,success,あとみんな暑い時期言うなよ!,True,14,14,0
,027_rcc_13595865_20260714090000_seg_00080,027_rcc_13595865_20260714090000,SPEAKER_01,366.0,368.300009,2.3,success,ちょっと気持ち分かってもらえるかなと思って。,success,ちょっと気持ち分かってもらえるかなと思って。,True,22,22,0
,027_rcc_13595865_20260714090000_seg_00081,027_rcc_13595865_20260714090000,SPEAKER_01,370.08,371.179999,1.1,success,今日最初の。,success,今日最初の。,True,6,6,0
,027_rcc_13595865_20260714090000_seg_00082,027_rcc_13595865_20260714090000,SPEAKER_00,380.08,380.780005,0.7,success,俺も今度から!,success,俺も今度から!,True,7,7,0
,027_rcc_13595865_20260714090000_seg_00083,027_rcc_13595865_20260714090000,SPEAKER_00,382.48,383.04,0.56,success,えっと。,success,えっ?,False,4,3,-1
,027_rcc_13595865_20260714090000_seg_00084,027_rcc_13595865_20260714090000,SPEAKER_00,386.32,387.36,1.04,success,痛くないね!とか。,success,見たくないね!とか。,False,9,10,1
,027_rcc_13595865_20260714090000_seg_00085,027_rcc_13595865_20260714090000,SPEAKER_01,388.72,390.24,1.52,success,元気が出るひと言!,success,元気が出るひと言!,True,9,9,0
,027_rcc_13595865_20260714090000_seg_00086,027_rcc_13595865_20260714090000,SPEAKER_00,390.8,391.819998,1.02,success,いやでもさ。,success,いやでもさ。,True,6,6,0
,027_rcc_13595865_20260714090000_seg_00087,027_rcc_13595865_20260714090000,SPEAKER_00,398.8,399.36,0.56,success,フフッ。,success,フッ。,False,4,3,-1
,027_rcc_13595865_20260714090000_seg_00088,027_rcc_13595865_20260714090000,SPEAKER_00,402.16,404.300009,2.14,success,口を下げるっていうのを飲んで。,success,口を下げるっていうのを飲んで。,True,15,15,0
,027_rcc_13595865_20260714090000_seg_00089,027_rcc_13595865_20260714090000,SPEAKER_00,406.0,407.2,1.2,success,じゃあ、会社行きましょうか。,success,じゃあ会社行きましょうか。,False,14,13,-1
,027_rcc_13595865_20260714090000_seg_00090,027_rcc_13595865_20260714090000,SPEAKER_00,407.68,409.580008,1.9,success,車乗り込んで俺は車乗って。,success,車乗り込んでほら車乗って。,False,13,13,0
,027_rcc_13595865_20260714090000_seg_00091,027_rcc_13595865_20260714090000,SPEAKER_00,420.08,420.64,0.56,success,がやってる?,success,いややってる?,False,6,7,1
,027_rcc_13595865_20260714090000_seg_00092,027_rcc_13595865_20260714090000,SPEAKER_00,428.019998,428.780005,0.76,success,からスタート。,success,からスタート。,True,7,7,0
,027_rcc_13595865_20260714090000_seg_00093,027_rcc_13595865_20260714090000,SPEAKER_00,433.36,435.500006,2.14,success,呼ばれて御前様様がいよいよ来週。,success,呼ばれて御前様様がいよいよ来週。,True,16,16,0
,027_rcc_13595865_20260714090000_seg_00094,027_rcc_13595865_20260714090000,SPEAKER_00,449.92,450.96,1.04,success,迎えるんですと。,success,迎えるんですと。,True,8,8,0
,027_rcc_13595865_20260714090000_seg_00095,027_rcc_13595865_20260714090000,SPEAKER_00,451.2,453.6,2.4,success,ただ、なんの予定もございません。,success,ただ何の予定もございません。,False,16,14,-2
,027_rcc_13595865_20260714090000_seg_00096,027_rcc_13595865_20260714090000,SPEAKER_01,456.96,458.72,1.76,success,私たちの番組と絡めて。,success,私たちの番組と絡めて。,True,11,11,0
,027_rcc_13595865_20260714090000_seg_00097,027_rcc_13595865_20260714090000,SPEAKER_01,459.12,460.4,1.28,success,お話ししてくださって。,success,お話ししてくださって。,True,11,11,0
,027_rcc_13595865_20260714090000_seg_00098,027_rcc_13595865_20260714090000,SPEAKER_00,461.52,462.16,0.64,success,すぐに。,success,すぐに!,False,4,4,0
,027_rcc_13595865_20260714090000_seg_00099,027_rcc_13595865_20260714090000,SPEAKER_00,462.48,463.04,0.56,success,lineで。,success,バインデー。,False,6,6,0
,027_rcc_13595865_20260714090000_seg_00100,027_rcc_13595865_20260714090000,SPEAKER_00,474.64,475.819998,1.18,success,上がりました!みたいな。,success,上がりましたみたいな。,False,12,11,-1
,027_rcc_13595865_20260714090000_seg_00101,027_rcc_13595865_20260714090000,SPEAKER_00,477.52,478.219992,0.7,success,ラインが。,success,ブラインガー。,False,5,7,2
,027_rcc_13595865_20260714090000_seg_00102,027_rcc_13595865_20260714090000,SPEAKER_01,483.76,484.459998,0.7,success,アハハハ。,success,ハハハハ!,False,5,5,0
,027_rcc_13595865_20260714090000_seg_00103,027_rcc_13595865_20260714090000,SPEAKER_00,486.16,486.8,0.64,success,だろうなとか。,success,だろうなとか言って。,False,7,10,3
,027_rcc_13595865_20260714090000_seg_00104,027_rcc_13595865_20260714090000,SPEAKER_01,487.04,490.08,3.04,success,小山さんからline来たら、ちょっとびっくりしたんじゃないですか?,success,小山さんからline来たらちょっとびっくりしたんじゃないですか?,False,33,32,-1
,027_rcc_13595865_20260714090000_seg_00105,027_rcc_13595865_20260714090000,SPEAKER_01,490.96,494.24,3.28,success,ちょっとすぐ返さなきゃみたいな珍しいから。,success,ちょっとすぐ返さなきゃみたいな珍しいから。,True,21,21,0
,027_rcc_13595865_20260714090000_seg_00106,027_rcc_13595865_20260714090000,SPEAKER_00,495.84,497.9,2.06,success,あまりのにも早い変身。,success,あまりのにも早い変身。,True,11,11,0
,027_rcc_13595865_20260714090000_seg_00107,027_rcc_13595865_20260714090000,SPEAKER_00,503.44,504.32,0.88,success,当たり前ですよ。,success,当たり前ですよ。,True,8,8,0
,027_rcc_13595865_20260714090000_seg_00108,027_rcc_13595865_20260714090000,SPEAKER_00,507.219995,509.12,1.9,success,2500回ぐらいは、もう僕は聞いていますよ。,success,1500回ぐらいはもう僕は聞いていますよ。,False,22,21,-1
,027_rcc_13595865_20260714090000_seg_00109,027_rcc_13595865_20260714090000,SPEAKER_01,509.36,510.32,0.96,success,多いな。,success,多いな。,True,4,4,0
,027_rcc_13595865_20260714090000_seg_00110,027_rcc_13595865_20260714090000,SPEAKER_00,511.44,513.259985,1.82,success,今日もお互いに頑張りましょう。,success,今日もお互いに頑張りましょう。,True,15,15,0
,027_rcc_13595865_20260714090000_seg_00111,027_rcc_13595865_20260714090000,SPEAKER_01,518.32,520.459967,2.14,success,c聞いてないんだって、ちょっと思いましたけど。,success,c聞いてないんだってちょっと思いましたけど。,False,23,22,-1
,027_rcc_13595865_20260714090000_seg_00112,027_rcc_13595865_20260714090000,SPEAKER_00,521.68,522.37998,0.7,success,c?,success,おいしい!,False,2,5,3
,027_rcc_13595865_20260714090000_seg_00113,027_rcc_13595865_20260714090000,SPEAKER_01,523.6,524.16,0.56,success,エサハハハ。,success,ハハハハ!,False,6,5,-1
,027_rcc_13595865_20260714090000_seg_00114,027_rcc_13595865_20260714090000,SPEAKER_01,525.6,527.659949,2.06,success,爽やかにお届けしてますよ、朝からおはよう。,success,爽やかにお届けしてますよ朝からおはよう。,False,21,20,-1
,027_rcc_13595865_20260714090000_seg_00115,027_rcc_13595865_20260714090000,SPEAKER_00,531.76,532.459967,0.7,success,松兄。,success,松兄。,True,3,3,0
,027_rcc_13595865_20260714090000_seg_00116,027_rcc_13595865_20260714090000,SPEAKER_00,535.84,536.779974,0.94,success,乃木坂46。,success,乃木坂46。,True,6,6,0
,027_rcc_13595865_20260714090000_seg_00117,027_rcc_13595865_20260714090000,SPEAKER_00,552.4,553.84,1.44,success,楠本はねられたっす。,success,楠本はねられた。,False,10,8,-2
,027_rcc_13595865_20260714090000_seg_00118,027_rcc_13595865_20260714090000,SPEAKER_00,555.28,557.899969,2.62,success,バレたから悔しいから大阪に。,success,誰だから悔しいから大阪に。,False,14,13,-1
,027_rcc_13595865_20260714090000_seg_00119,027_rcc_13595865_20260714090000,SPEAKER_01,559.12,560.8,1.68,success,今週あるんですよね?,success,今週あるんですよねお一人。,False,10,13,3
,027_rcc_13595865_20260714090000_seg_00120,027_rcc_13595865_20260714090000,SPEAKER_00,560.96,562.48,1.52,success,1人ずつしか入れなかったんだよね。,success,プリズムスしか入らなかったんだよね。,False,17,18,1
,027_rcc_13595865_20260714090000_seg_00121,027_rcc_13595865_20260714090000,SPEAKER_01,562.72,563.92,1.2,success,なんですよね。,success,なんですよね。,True,7,7,0
,027_rcc_13595865_20260714090000_seg_00122,027_rcc_13595865_20260714090000,SPEAKER_00,564.16,565.92,1.76,success,すごいお客さんだから。,success,すごいお客さんだから。,True,11,11,0
,027_rcc_13595865_20260714090000_seg_00123,027_rcc_13595865_20260714090000,SPEAKER_00,567.28,567.979956,0.7,success,アリーナが。,success,ダリーナが。,False,6,6,0
,027_rcc_13595865_20260714090000_seg_00124,027_rcc_13595865_20260714090000,SPEAKER_01,570.64,572.72,2.08,success,うん、もう熱気すごかったですよ。,success,うんもう熱気すごかったですよ。,False,16,15,-1
,027_rcc_13595865_20260714090000_seg_00125,027_rcc_13595865_20260714090000,SPEAKER_00,577.84,579.92,2.08,success,分からないみたいな状態だったけど。,success,分からないみたいな状態だったけど。,True,17,17,0
,027_rcc_13595865_20260714090000_seg_00126,027_rcc_13595865_20260714090000,SPEAKER_00,584.019983,584.779974,0.76,success,されるスタート。,success,されるスタート。,True,8,8,0
,027_rcc_13595865_20260714090000_seg_00127,027_rcc_13595865_20260714090000,SPEAKER_00,586.419977,587.659949,1.24,success,コンサートなんだろうなと思って見て。,success,コンサートなんだろうなと思って見て。,True,18,18,0
,027_rcc_13595865_20260714090000_seg_00128,027_rcc_13595865_20260714090000,SPEAKER_00,591.04,593.419958,2.38,success,大変申し訳ないけど詳しいわけでもない。,success,大変申し訳ないけど詳しいわけでもない。,True,19,19,0
,027_rcc_13595865_20260714090000_seg_00129,027_rcc_13595865_20260714090000,SPEAKER_00,597.04,598.219977,1.18,success,ファンの人がいるわけでもない。,success,ファンの人がいるわけでもない。,True,15,15,0
,027_rcc_13595865_20260714090000_seg_00130,027_rcc_13595865_20260714090000,SPEAKER_00,600.4,601.579962,1.18,success,どんなコンサートなのか。,success,どんなコンサートなのか。,True,12,12,0
,027_rcc_13595865_20260714090000_seg_00131,027_rcc_13595865_20260714090000,SPEAKER_00,611.04,612.56,1.52,success,してほしいことを。,success,してほしいことを。,True,9,9,0
,027_rcc_13595865_20260714090000_seg_00132,027_rcc_13595865_20260714090000,SPEAKER_00,613.12,615.44,2.32,success,うちわに書いて見せるんだね。,success,うちわに描いて見せるんだね。,False,14,14,0
,027_rcc_13595865_20260714090000_seg_00133,027_rcc_13595865_20260714090000,SPEAKER_01,615.44,618.88,3.44,success,そうですよしかももう1枚じゃなくてペラペラめくれるような。,success,そうですよしかももう1枚じゃなくてペラペラめくれるように。,False,29,29,0
,027_rcc_13595865_20260714090000_seg_00134,027_rcc_13595865_20260714090000,SPEAKER_00,620.56,621.259985,0.7,success,首のエンジン!,success,首のエンジン!,True,7,7,0
,027_rcc_13595865_20260714090000_seg_00135,027_rcc_13595865_20260714090000,SPEAKER_01,627.68,628.64,0.96,success,パート作って!とか。,success,ハート作って!とか。,False,10,10,0
,027_rcc_13595865_20260714090000_seg_00136,027_rcc_13595865_20260714090000,SPEAKER_01,629.28,631.52,2.24,success,人によってパターンをいろいろ。,success,人によってパターンをこういろいろ。,False,15,17,2
,027_rcc_13595865_20260714090000_seg_00137,027_rcc_13595865_20260714090000,SPEAKER_01,632.08,632.88,0.8,success,合ってるんですよね。,success,合ってるんですよね?,False,10,10,0
,027_rcc_13595865_20260714090000_seg_00138,027_rcc_13595865_20260714090000,SPEAKER_00,639.699976,640.459967,0.76,success,そになっててさ。,success,うそになっててさ。,False,8,9,1
,027_rcc_13595865_20260714090000_seg_00139,027_rcc_13595865_20260714090000,SPEAKER_00,652.72,653.419958,0.7,success,おっと!,success,おっと!,True,4,4,0
,027_rcc_13595865_20260714090000_seg_00140,027_rcc_13595865_20260714090000,SPEAKER_00,657.04,658.4,1.36,success,ずっとまっすぐあって。,success,ずっとまっすぐあって。,True,11,11,0
,027_rcc_13595865_20260714090000_seg_00141,027_rcc_13595865_20260714090000,SPEAKER_00,658.64,660.32,1.68,success,でそこに今度は円形のバター。,success,でそこに今度は円形のバター。,True,14,14,0
,027_rcc_13595865_20260714090000_seg_00142,027_rcc_13595865_20260714090000,SPEAKER_00,662.32,663.499976,1.18,success,そこにもバーンと出てくる。,success,そこにもバーンと出てきた。,False,13,13,0
