segment_index,segment_id,target_id,speaker,start_sec,end_sec,duration_sec,parakeet_exact_status,parakeet_exact_text,parakeet_silence2_status,parakeet_silence2_text,texts_match,exact_chars,silence2_chars,char_diff
,017_bss_13550796_20260711203000_seg_00047,017_bss_13550796_20260711203000,SPEAKER_01,540.96,541.84,0.88,success,オーセンティック芸人。,success,オセンティック芸人。,False,11,10,-1
,017_bss_13550796_20260711203000_seg_00048,017_bss_13550796_20260711203000,SPEAKER_00,543.84,546.859961,3.02,success,やばいな、どうしよう、よくない、よくない。,success,やばいなどうしようよくないよくない。,False,21,18,-3
,017_bss_13550796_20260711203000_seg_00049,017_bss_13550796_20260711203000,SPEAKER_00,548.019983,561.2,13.18,success,これはマジでオーセンティックだと思う本物本質的な普遍的なねっていう意味でこの曲多分皆さんすごいおおってなると思うそれではオーセンティックな曲お聴きくださいカーペンターズでトップオブザワールド。,success,これはマジでオーセンティックだと思う本物本質的な普遍的なねっていう意味でこの曲多分皆さんすごいおおってなると思うそれではオーセンティックな曲お聴きくださいカーペンターズでトップオブザワールド。,True,96,96,0
,017_bss_13550796_20260711203000_seg_00050,017_bss_13550796_20260711203000,SPEAKER_00,807.44,818.059973,10.62,success,さあ続いては聞いてよいもっちゃんのコーナーでございます皆さんから寄せられたメッセージを紹介していきます突然のメールで申し訳ありませんという書き出しで送ってくれたのが匿名!,success,さあ続いては聞いてよいもっちゃんのコーナーでございます皆さんから寄せられたメッセージを紹介していきます突然のメールで申し訳ありませんという書き出しで送ってくれたのが匿名!,True,85,85,0
,017_bss_13550796_20260711203000_seg_00051,017_bss_13550796_20260711203000,SPEAKER_00,819.219965,853.579962,34.36,success,はいはいはいはいはじめまして中学校で理科の教師をしている高校生と大学生の娘がいるオヤジですとへえオヤジさんイモトさんのラジオを楽しく拝聴しておりますイモトさんのお話を聞くといつも引き込まれます嬉しい起承転結はもちろんイモトさんの感情やその時の状況が目に浮かびますとえ私が一番すごいと思うことは聞いてほしい視点や話の捉える方向も指し示しながら話が進んでいくところです何この褒め言葉自分事のように話題に。,success,はいはいはいはいはじめまして中学校で理科の教師をしている高校生と大学生の娘がいるオヤジですとへえオヤジさんイモトさんのラジオを楽しく拝聴しておりますイモトさんのお話を聞くといつも引き込まれます嬉しい起承転結はもちろんイモトさんの感情やその時の状況が目に浮かびますとえ私が一番すごいと思うことは聞いてほしい視点や話の捉える方向も指し示しながら話が進んでいくところです何この褒め言葉自分事のように話題に。,True,200,200,0
,017_bss_13550796_20260711203000_seg_00052,017_bss_13550796_20260711203000,SPEAKER_00,854.739954,861.739966,7.0,success,気がつくとイモトさんの話はすごいと思ってしまいます私も話すことをなりわいとしておりぜひイモさんに。,success,気がつくとイモトさんの話はすごいと思ってしまいます私も話すことをなりわいとしておりぜひイモトさんに話をしてください。,False,49,58,9
,017_bss_13550796_20260711203000_seg_00053,017_bss_13550796_20260711203000,SPEAKER_00,863.379968,877.28,13.9,success,何かご指導願いたいですと、えー、むずっ、だって、しかもこの人、教師の方ですもんね、先生だから、それこそ話すプロですもんね、伝えるというかね、えー、なんだろう。,success,何かご指導願いたいですと、えー、むずっ、だって、しかもこの人、教師の方ですもんね、先生だから、それこそ話すプロですもんね、伝えるというかね、えー、なんだろう。,True,79,79,0
,017_bss_13550796_20260711203000_seg_00054,017_bss_13550796_20260711203000,SPEAKER_00,878.08,887.52,9.44,success,話すこととは何かご指導願いたい私どういう気持ちでいつもこのさすっぴん社のラジオしゃべってるんだろうね。,success,話すこととは何かご指導願いたい私どういう気持ちでいつもこのさすっぴん社のラジオしゃべってんだろうね。,False,51,50,-1
,017_bss_13550796_20260711203000_seg_00055,017_bss_13550796_20260711203000,SPEAKER_00,887.84,893.899969,6.06,success,やだ、でもコツっていうか、しゃべりやすいのは、やっぱ聞き役だよね。,success,やだでもコツっていうかしゃべりやすいのはやっぱ聞き役だよね。,False,33,30,-3
,017_bss_13550796_20260711203000_seg_00056,017_bss_13550796_20260711203000,SPEAKER_00,895.539941,930.859961,35.32,success,聞き役がいるってこととそれで何が言いたいかっていうとあのね1対100にしゃべるっていうよりは気持ち的にはやっぱり1対1この人に伝えたいっていう気持ちでしゃべるとしゃべりやすいっていうのはこのラジオに関してはあるただ先生だと生徒さん30人とかに伝えなきゃいけないけどもしかしたらこの生徒にとか今日はこの生徒に向けてしゃべろうとか結構的を何つうの鋭角にしていくというか1人に絞ると何かしゃべりやすいかなというふうに私はいつも思っておりますだからイッテq!のじゃあロケとかのしゃべる時。,success,政治で聞き役がいるってこととそれで何が言いたいかっていうとあのね1対100にしゃべるっていうよりは気持ち的にはやっぱり1対1この人に伝えたいっていう気持ちでしゃべるとしゃべりやすいっていうのはこのラジオに関してはあるただ先生だと生徒さん30人とかに伝えなきゃいけないけどもしかしたらこの生徒にとか今日はこの生徒に向けてしゃべろうとか結構的をなんつうの鋭角にしていくというか1人に絞ると何かしゃべりやすいかなというふうに私はいつも思っておりますだからイッテq!のじゃあロケとかのしゃべる時。,False,240,244,4
,017_bss_13550796_20260711203000_seg_00057,017_bss_13550796_20260711203000,SPEAKER_00,932.499963,936.619971,4.12,success,基本的に56人のスタッフさんがカメラを持っていてでもその向こうの。,success,今56人のスタッフさんがカメラを持っていてでもその向こうの。,False,33,30,-3
,017_bss_13550796_20260711203000_seg_00058,017_bss_13550796_20260711203000,SPEAKER_00,938.259973,981.739966,43.48,success,万人という人がいるわけででもそこをあんまり意識せずにどっちかというとここの1対1この目の前のディレクターさんにこれ伝わるかなとかこの情報このカメラマンさん分かりやすく聞こえるかなとかっていう気持ちでしゃべると割としゃべりやすい気はしますねなんでこれをちょっと教壇に立った時にどう生かせるかは分からないんですけどなので何か毎回こう変えてね今日はa君今日はe君今日はd君がしっかり理解できるようにしゃべろうっていうふうにするともしかしたらしゃべりやすいかもしれないですねっていうところですねすいませんそうですねだからその何つうんだろうな教師って教壇に立つ時教師そのものがやっぱオーセンティックだから何かあの。,success,万人という人がいるわけででもそこをあんま意識せずにどっちかというとここの1対1この目の前のディレクターさんにこれ伝わるかなとかこの情報このカメラマンさん分かりやすく聞こえるかなとかっていう気持ちでしゃべると割としゃべりやすい気はしますねなんでこれをちょっと教壇に立った時にどう生かせるかは分からないですけどなので何か毎回こう変えてね今日はa君今日はe君今日はd君がしっかり理解できるようにしゃべろうっていうふうにするともしかしたらしゃべりやすいかもしれないですねっていうところですねすいませんそうですねだからその何つうんだろうな教師って教壇に立つ時教師そのものがやっぱオーセンティックだから何かあの。,False,302,300,-2
,017_bss_13550796_20260711203000_seg_00059,017_bss_13550796_20260711203000,SPEAKER_00,984.96,985.52,0.56,success,ちょっと待ってください。,success,ちょっと待ってください!,False,12,12,0
,017_bss_13550796_20260711203000_seg_00060,017_bss_13550796_20260711203000,SPEAKER_00,987.04,990.08,3.04,success,無理でした、これさ、笑っちゃってるじゃん。,success,無理でしたこれさあの笑っちゃってるじゃん。,False,21,21,0
,017_bss_13550796_20260711203000_seg_00061,017_bss_13550796_20260711203000,SPEAKER_00,990.56,992.0,1.44,success,向こう側で。,success,あの向こう側で。,False,6,8,2
,017_bss_13550796_20260711203000_seg_00062,017_bss_13550796_20260711203000,SPEAKER_00,993.44,998.8,5.36,success,ちょっと待ってください、ブースの向こう側で笑っちゃって、見えちゃった、この台本を頭に乗っける姿が。,success,ちょっと待って下さい仏像向こう側で笑っちゃって見えちゃったこの台本をこう頭にのっける姿が。,False,49,45,-4
,017_bss_13550796_20260711203000_seg_00063,017_bss_13550796_20260711203000,SPEAKER_00,999.76,1001.04,1.28,success,そちそれはダメよ!,success,ちょっとそれはダメよ!,False,9,11,2
